Business Name,Phone,Phone_Display,City,State,Niche,Reviews,Rating,Verification,Original Phone,Owner_Name,Owner_Confidence,Owner_Sources,Website
Simply Cooling Heating & Plumbing,+17026734899,(702) 673-4899,Las Vegas,NV,HVAC,2116,4.9,GBP-verified,,,none,,https://simplyairconditioningandheating.com/
Air Pro Master Air Conditioning Repair & Installation,+17029351540,(702) 935-1540,Las Vegas,NV,HVAC,2474,4.5,GBP-verified,,,none,,https://airpromaster.com/
Bulldog Air Conditioning & Heating Repair Las Vegas,+17025095005,(702) 509-5005,Las Vegas,NV,HVAC,274,4.8,GBP-verified,,,none,,https://bulldogaclv.com/hvac-las-vegas/
Goettl Air Conditioning and Plumbing - Las Vegas NV,+17252340840,(725) 234-0840,Las Vegas,NV,HVAC,10803,4.7,GBP-verified,,,none,,https://www.goettl.com/location/las-vegas-nevada/
Legacy Air Conditioning and Heating,+17252340911,(725) 234-0911,Las Vegas,NV,HVAC,3125,4.9,GBP-verified,,,none,,https://legacyac.com/service-area/las-vegas-nevada/
Pro Price Heating & Cooling,+17027423310,(702) 742-3310,Las Vegas,NV,HVAC,2245,4.7,GBP-verified,,,none,,https://www.propriceac.com/
Nevada Residential Services Air Conditioning & Heating,+17028993249,(702) 899-3249,Las Vegas,NV,HVAC,640,4.9,GBP-verified,,,none,,https://nrs.vegas/
Bumble Breeze,+17027031346,(702) 703-1346,Las Vegas,NV,HVAC,3924,4.8,GBP-verified,,,none,,https://www.bumblebreeze.com/
Air Supply Heating and Cooling,+17023280888,(702) 328-0888,Las Vegas,NV,HVAC,1384,4.8,GBP-verified,,,none,,https://www.airsupplyinclv.com/
Precision Plumbing,+17022536363,(702) 253-6363,Las Vegas,NV,Plumbing,2161,4.8,GBP-verified,,,none,,http://www.precisionplumbinglv.com/
Focus Plumbing LLC,+17027104420,(702) 710-4420,Las Vegas,NV,Plumbing,1668,4.8,GBP-verified,,,none,,https://www.focusplumbing.com/
Kingdom Plumbing,+17028405037,(702) 840-5037,Las Vegas,NV,Plumbing,458,4.9,GBP-verified,,Daniel Samsel,medium,website,http://kingdomplumbing.com/
DMS Plumbing LLC,+17023537335,(702) 353-7335,Las Vegas,NV,Plumbing,404,4.7,GBP-verified,,,none,,https://dmsplumbinglasvegas.com/
Plumbing Solutions of Nevada,+17028702011,(702) 870-2011,Las Vegas,NV,Plumbing,125,4.6,GBP-corrected,(702) 463-2500,,none,,https://plumbingsolutionsofnevada.com/
Vegas Valley Plumbing,+17027668827,(702) 766-8827,Las Vegas,NV,Plumbing,898,4.9,GBP-verified,,,none,,https://www.vegasvalleyplumbing.com/
"Larkin Plumbing & Heating, Inc",+17029793992,(702) 979-3992,Las Vegas,NV,Plumbing,248,4.4,GBP-verified,,,none,,https://www.larkinplumbingservice.com/
Hips Plumbing,+17026262147,(702) 626-2147,Las Vegas,NV,Plumbing,944,4.9,GBP-verified,,,none,,https://hipsplumbing.com/
Dignity Plumbing,+17028408910,(702) 840-8910,Las Vegas,NV,Plumbing,891,4.9,GBP-verified,,Kenneth Thomason,medium,website,https://www.dignityplumbing.com/
The Roofing Company LLC,+17029034225,(702) 903-4225,Las Vegas,NV,Roofing,147,4.9,GBP-verified,,,none,,https://roofingcompanylv.com/
Disalvo Roofing LLC,+17252053113,(725) 205-3113,Las Vegas,NV,Roofing,85,5.0,GBP-verified,,,none,,https://www.disalvoroofing.com/
Rhino Roofing LLC,+17028058100,(702) 805-8100,Las Vegas,NV,Roofing,110,4.2,GBP-verified,,,none,,https://rhinoroofingllcnv.com/
Fortitude Roofing,+17252330251,(725) 233-0251,Las Vegas,NV,Roofing,110,4.8,GBP-verified,,,none,,https://fortituderoofing.com/
Vegas Born Roofing,+17028762630,(702) 876-2630,Las Vegas,NV,Roofing,68,4.5,GBP-verified,,Jodd Friesz,medium,website,https://vegasbornroofing.com/
Desert Valley Roofing LLC,+17025588775,(702) 558-8775,Las Vegas,NV,Roofing,62,4.8,GBP-verified,,Mark Wolmuth,medium,website,http://www.desertvalleyroofingvegas.com/
"Snyder Air Conditioning, Plumbing & Electric",+19042744454,(904) 274-4454,Jacksonville,FL,HVAC,12942,4.9,GBP-verified,,,none,,https://snyderac.com/north-florida/jacksonville/
"Weather Engineers, Inc.",+19045933721,(904) 593-3721,Jacksonville,FL,HVAC,758,4.9,GBP-verified,,,none,,https://weatherengineers.com/jacksonville-fl-air-conditioning-services/
Florida Home Air Conditioning,+19049908633,(904) 990-8633,Jacksonville,FL,HVAC,3537,4.2,GBP-verified,,,none,,https://floridahomeac.com/service-areas
J&W Heating and Air & Plumbing,+19047640040,(904) 764-0040,Jacksonville,FL,HVAC,5628,4.9,GBP-verified,,Brent Marler,medium,website,https://www.jandwheatingandair.com/
Air McCall,+19046829522,(904) 682-9522,Jacksonville,FL,HVAC,1470,4.9,GBP-verified,,,none,,https://www.fenwickhomeservices.com/
Affordable Mighty Air Inc,+19045496571,(904) 549-6571,Jacksonville,FL,HVAC,742,4.8,GBP-verified,,Tony Alicea,medium,website,https://www.mightyairinc.com/
Bold City Heating & Air,+19044538254,(904) 453-8254,Jacksonville,FL,HVAC,1968,4.9,GBP-verified,,,none,,https://boldcityac.com/
Turner Plumbing Co,+19043967044,(904) 396-7044,Jacksonville,FL,Plumbing,931,4.8,GBP-verified,,Kendal Turner-Rohane,medium,website,http://www.turnerplumbingco.com/
Touchton Plumbing Contractors Inc,+19043899299,(904) 389-9299,Jacksonville,FL,Plumbing,103,4.5,GBP-verified,,,none,,http://www.touchtonplumbing.com/
"Premier Plumbing, LLC",+19047806994,(904) 780-6994,Jacksonville,FL,Plumbing,416,5.0,GBP-verified,,Beau Dempsey,medium,website,https://wearepremierplumbing.com/
Betros Plumbing Contractors,+19046831968,(904) 683-1968,Jacksonville,FL,Plumbing,772,4.9,GBP-verified,,,none,,https://betrosplumbing.com/
Superior Plumbing & Pipe Lining,+19042388001,(904) 238-8001,Jacksonville,FL,Plumbing,448,4.9,GBP-verified,,,none,,http://superiorplumbingjax.com/
"Harry Hayes Plumbing, Water Heater Repair & Drain Cleaning",+19049068486,(904) 906-8486,Jacksonville,FL,Plumbing,717,4.8,GBP-verified,,,none,,https://harryhayesplumbing.com/
Justin The Plumber LLC,+19045248188,(904) 524-8188,Jacksonville,FL,Plumbing,381,5.0,GBP-verified,,Justin Cannady,medium,website,https://www.justintheplumber.com/
American Plumbing Contractors Inc,+19047451693,(904) 745-1693,Jacksonville,FL,Plumbing,83,4.3,GBP-verified,,,none,,http://www.apcjax.com/
David Gray Plumbing,+19043855899,(904) 385-5899,Jacksonville,FL,Plumbing,6360,4.8,GBP-verified,,,none,,https://www.davidgrayonline.com/plumbing/
Triangle Repair Group Heating & Cooling,+19192347721,(919) 234-7721,Raleigh,NC,HVAC,170,4.9,GBP-corrected,(919) 263-0560,,none,,https://www.trianglerepairgroupnc.com/
"All Hours Heating & Air Conditioning, LLC",+19196950333,(919) 695-0333,Raleigh,NC,HVAC,375,4.9,GBP-verified,,,none,,http://www.allhoursheatingair.com/
Yellow Dot Heating & Air Conditioning,+19199254235,(919) 925-4235,Raleigh,NC,HVAC,4111,4.8,GBP-verified,,,none,,https://www.ydhvac.com/
Raleigh Heating and Air,+19192502945,(919) 250-2945,Raleigh,NC,HVAC,636,4.7,GBP-verified,,,none,,https://www.raleighheatingandair.com/
Comfort Monster Heating & Air,+19198236881,(919) 823-6881,Raleigh,NC,HVAC,1046,4.8,GBP-verified,,,none,,https://comfortmonster.com/
"Thermo Direct, Inc.",+19843139090,(984) 313-9090,Raleigh,NC,HVAC,2166,4.8,GBP-verified,,Tonka Lynn,medium,website,http://www.thermodirectinc.com/
SantaAir Heating and Air,+19196355289,(919) 635-5289,Raleigh,NC,HVAC,857,4.9,GBP-verified,,John Tran,medium,website,http://www.santaair.com/
Service Experts Heating & Air Conditioning,+19198236631,(919) 823-6631,Raleigh,NC,HVAC,6097,4.9,GBP-verified,,,none,,https://www.serviceexperts.com/raleigh-nc/
"Midtown Plumbing, LLC",+19193736788,(919) 373-6788,Raleigh,NC,Plumbing,563,4.9,GBP-verified,,"Michael W. Johnson, II",medium,website,https://www.midtownplumbingllc.com/
William Parrish Plumbing,+19193430783,(919) 343-0783,Raleigh,NC,Plumbing,1807,4.9,GBP-verified,,,none,,https://www.williamparrishplumbing.com/
Plumbing Services of Raleigh,+19192308435,(919) 230-8435,Raleigh,NC,Plumbing,119,4.8,GBP-corrected,(919) 689-6609,,none,,
"Raleigh Plumbing & Heating, Inc.",+19195354029,(919) 535-4029,Raleigh,NC,Plumbing,313,4.9,GBP-verified,,Gary Phillips,medium,website,http://raleighplumbingandheatingincnc.hibuwebsites.com/
Matthew's Plumbing Solutions,+19199771896,(919) 977-1896,Raleigh,NC,Plumbing,903,4.9,GBP-verified,,Matthew Walls,medium,website,https://matthewsplumbingsolutions.com/
Out The Door Plumbing,+19196284111,(919) 628-4111,Raleigh,NC,Plumbing,440,4.9,GBP-verified,,Coyt Hutch,medium,website,https://outthedoorplumbing.com/plumber-near-me-in-raleigh-north-carolina/
Modern Plumbing and Backflow,+19193411911,(919) 341-1911,Raleigh,NC,Plumbing,1712,4.6,GBP-verified,,,none,,https://www.modernbackflow.com/
Westover Plumbing LLC,+19195326676,(919) 532-6676,Raleigh,NC,Plumbing,150,4.9,GBP-verified,,Glen Rosciano,medium,website,https://westoverplumbing.com/
"Roofwerks, Inc.",+19198522660,(919) 852-2660,Raleigh,NC,Roofing,574,4.8,GBP-verified,,,none,,http://www.roofwerks.com/
Big Bear Roofing,+19196076898,(919) 607-6898,Raleigh,NC,Roofing,283,4.9,GBP-verified,,,none,,https://www.bigbearrfg.com/roofing-contractor-raleigh-nc/
Camden Roofing & Construction LLC,+19198493818,(919) 849-3818,Raleigh,NC,Roofing,263,4.9,GBP-verified,,,none,,https://camdenroofinggc.com/roofing-contractor-in-raleigh-nc-3/
A&M Premier Roofing & Construction,+19193710391,(919) 371-0391,Raleigh,NC,Roofing,799,5.0,GBP-verified,,,none,,https://amprco.com/service-areas/raleigh/
Roof Stepper,+19842745170,(984) 274-5170,Raleigh,NC,Roofing,100,5.0,GBP-verified,,,none,,https://roofsteppers.com/
Southern Premier Roofing,+19842003308,(984) 200-3308,Raleigh,NC,Roofing,184,4.8,GBP-verified,,,none,,https://southernpremierroofing.com/raleigh/
Modern Roofing,+19843705424,(984) 370-5424,Raleigh,NC,Roofing,113,4.9,GBP-verified,,,none,,http://modernroofingusa.com/locations/roofer-raleigh-nc/
Aceline Roofing - Raleigh Roof Repair & Replacement,+19193899571,(919) 389-9571,Raleigh,NC,Roofing,106,5.0,GBP-verified,,,none,,http://www.acelineroofing.com/
Raleigh Roofers LLC,+19194222442,(919) 422-2442,Raleigh,NC,Roofing,237,4.7,GBP-verified,,,none,,
Masters Heating & Cooling,+13172079983,(317) 207-9983,Indianapolis,IN,HVAC,852,4.9,GBP-corrected,(866) 821-5064,,none,,https://mastersheatcool.com/
"Chapman Heating, Air Conditioning, Plumbing and Electrical",+13173490890,(317) 349-0890,Indianapolis,IN,HVAC,6959,4.9,GBP-verified,,,none,,https://chapmanheating.com/
Broad Ripple Service Experts,+13176498983,(317) 649-8983,Indianapolis,IN,HVAC,2033,4.8,GBP-verified,,,none,,https://www.serviceexperts.com/indianapolis-in
Roy Rogers Heating & Air,+13178095628,(317) 809-5628,Indianapolis,IN,HVAC,586,4.9,GBP-verified,,Roy Rogers Feltner,medium,website,https://www.royrogersheatingandair.com/
"Howald Heating, Air Conditioning & Plumbing",+13172554328,(317) 255-4328,Indianapolis,IN,HVAC,2086,5.0,GBP-verified,,Larry Howald,medium,website,http://www.howaldheatingandair.com/
Bolls Heating & Cooling,+13178303010,(317) 830-3010,Indianapolis,IN,HVAC,561,4.9,GBP-verified,,,none,,https://www.bollscomfort.com/
One Hour Heating & Air Conditioning,+13177950373,(317) 795-0373,Indianapolis,IN,HVAC,7796,4.8,GBP-verified,,,none,,https://www.onehourheatandair.com/indianapolis/
Northern Comfort Systems,+13179532748,(317) 953-2748,Indianapolis,IN,HVAC,505,4.9,GBP-verified,,,none,,https://northerncomfortsystems.com/indianapolis/
LCS Heating and Cooling,+13172076438,(317) 207-6438,Indianapolis,IN,HVAC,1468,4.9,GBP-verified,,Travis Lucas,medium,website,https://lcsheatingandcooling.com/
"Hope Plumbing, Heating & Cooling",+13179120222,(317) 912-0222,Indianapolis,IN,Plumbing,6309,4.8,GBP-verified,,Jack Hope,medium,website,https://www.hopeplumbing.com/
Hamm & Sons Plumbing,+13172029853,(317) 202-9853,Indianapolis,IN,Plumbing,407,4.9,GBP-verified,,Mike Hamm,medium,website,https://www.hammandsons.plumbing/
L. D. Smith Plumbing & Drains,+13179277186,(317) 927-7186,Indianapolis,IN,Plumbing,1019,4.8,GBP-verified,,,none,,http://www.ldsmithplumbing.com/
Pristine Plumbing,+13176807064,(317) 680-7064,Indianapolis,IN,Plumbing,1519,4.8,GBP-verified,,,none,,https://www.callpristine.com/
Benjamin Franklin Plumbing of Indianapolis,+13178860567,(317) 886-0567,Indianapolis,IN,Plumbing,5864,4.8,GBP-verified,,,none,,https://www.benjaminfranklinplumbing.com/indianapolis/
Ciriello Plumbing Co,+13177875391,(317) 787-5391,Indianapolis,IN,Plumbing,623,4.8,GBP-verified,,,none,,https://cirielloplumbing.com/
Carter's My Plumber - Plumbers Indianapolis,+13178932462,(317) 893-2462,Indianapolis,IN,Plumbing,1182,4.9,GBP-verified,,Kelson Carter,medium,website,https://www.cartersmyplumber.com/
HomeSense,+13172038809,(317) 203-8809,Indianapolis,IN,Plumbing,1552,4.9,GBP-corrected,(317) 215-5331,,none,,https://trusthomesense.com/location/indianapolis-in/
Quality Air Heating and Air Conditioning,+16142621818,(614) 262-1818,Columbus,OH,HVAC,127,4.8,GBP-verified,,,none,,http://qualityairandheat.com/
"Logan Services A/C, Heat & Plumbing",+15134713200,(513) 471-3200,Columbus,OH,HVAC,4296,4.8,GBP-corrected,(833) 252-0835,,none,,https://www.logan-inc.com/
Sears Heating and Cooling,+16144751800,(614) 475-1800,Columbus,OH,HVAC,2648,4.9,GBP-verified,,,none,,https://www.searsheatingcooling.com/
Custom Air Conditioning and Heating Co.,+16142459802,(614) 245-9802,Columbus,OH,HVAC,1043,4.9,GBP-verified,,,none,,https://www.customairco.com/
Hetter Heating & Cooling,+16147849200,(614) 784-9200,Columbus,OH,HVAC,1074,4.9,GBP-verified,,John Hetterscheidt,medium,website,http://www.hetterheating.com/
Dor-Mar Columbus Heating And Air,+16142386689,(614) 238-6689,Columbus,OH,HVAC,592,4.8,GBP-verified,,,none,,https://www.dormarhvac.com/locations/franklin-county/columbus/
Columbus Worthington Air,+16149656133,(614) 965-6133,Columbus,OH,HVAC,6587,4.8,GBP-verified,,,none,,https://www.cwaohio.com/contact-us
Fire & Ice Heating and Air Conditioning,+16146422236,(614) 642-2236,Columbus,OH,HVAC,4114,4.9,GBP-verified,,,none,,https://indoortemp.com/
Amanda Plumbing,+17403695161,(740) 369-5161,Columbus,OH,Plumbing,1094,4.8,GBP-verified,,,none,,https://www.amandaplumbing.com/
"The Waterworks Plumbing, Drain, Heating & Cooling",+17402042128,(740) 204-2128,Columbus,OH,Plumbing,2161,4.7,GBP-corrected,(614) 490-2149,,none,,https://thewaterworks.com/
Parson Plumbing and Drains,+16148059466,(614) 805-9466,Columbus,OH,Plumbing,538,5.0,GBP-verified,,Dustin Parson,medium,website,https://www.parson-plumbing.com/
1-Tom-Plumber,+16146349955,(614) 634-9955,Columbus,OH,Plumbing,488,4.9,GBP-verified,,,none,,https://www.1tomplumber.com/columbusoh/
The Local Plumber LLC,+16142306086,(614) 230-6086,Columbus,OH,Plumbing,327,5.0,GBP-verified,,Trevor Randall,medium,website,http://localplumbercolumbus.com/
TRANSIT & FLOW,+16143338092,(614) 333-8092,Columbus,OH,Plumbing,50,4.9,GBP-verified,,,none,,https://www.transitflowplumbing.com/
"Apex Pros Plumbing, Electrical, Heating and Air",+16146540344,(614) 654-0344,Columbus,OH,Plumbing,5982,4.7,GBP-verified,,,none,,https://apexpros.com/
"Eco Plumbers, Electricians, and HVAC Technicians",+16146655197,(614) 665-5197,Columbus,OH,Plumbing,20278,4.9,GBP-verified,,,none,,https://www.geteco.com/
